,code,name_x,est_sum_total_est_x,est_sum_total_est_y,growth_rate
1217,213279.0,فلاورجان - اصفهان (کمربندي سپاهان شهر),83983,73701.0,13.950964030338803
1751,733751.0,باشماق - مريوان,45747,40151.0,13.937386366466589
2045,813702.0,نهاوند - سه راهي نور آباد,32655,28676.0,13.875714883526294
1690,714152.0,سرمست - گيلانغرب,49047,43072.0,13.872121099554235
1802,733414.0,سقز - مريوان (سقز),43386,38119.0,13.817256486266691
2597,313911.0,قوچان - باجگيران (امام قلي - باجگيران),4646,4082.0,13.816756491915728
1155,643352.0,عسلويه - پارسيان (بندو - پارسيان),91911,80756.0,13.813215117142999
2252,713756.0,خسروي - قصرشيرين,24926,21903.0,13.80176231566452
1128,264503.0,شبستر - تسوج,95813,84224.0,13.75973594224924
1249,713751.0,سرپل ذهاب - دالاهو,81159,71359.0,13.733376308524504
1329,953617.0,عسلويه - پارسيان (مرز استان),72935,64129.0,13.731697048137349
471,643154.0,سه‌راهي چاه اسماعيل - بندرعباس,223290,196432.0,13.672924981673045
1507,733802.0,کامياران - روانسر,60162,52946.0,13.628980470668228
281,163212.0,آمل - رودهن (پارک جنگلي - سه راه سنگچال),295796,260376.0,13.603404307616676
908,573154.0,تبريز - اروميه (شهيد کلانتري),122029,107423.0,13.596715787121937
378,363229.0,اهواز - شوش (اهواز) (متناظر توزين),250093,220221.0,13.56455560550538
2093,313602.0,تربت‌حيدريه - تايباد (تايباد),31128,27415.0,13.543680466897683
609,643156.0,دشت امام - بندرعباس,182239,160630.0,13.452655170267072
808,323302.0,چمن بيد - جنگل گلستان (رباط قره بيل),138251,121885.0,13.427411084218729
1481,214641.0,بهارستان - نيك آباد,62421,55052.0,13.385526411392865
710,153454.0,آزادراه چرم شهر - آبيک (آبيک),157638,139044.0,13.372745318028825
2600,313961.0,باجگيران - قوچان (باجگيران - امام قلي),4541,4008.0,13.298403193612774
181,953151.0,چغادک - بوشهر (چغادک),390936,345071.0,13.291467553054298
2363,613303.0,چابهار - زرآباد,19480,17196.0,13.282158641544545
1393,113212.0,امام زاده داوود - تهران,67602,59707.0,13.2229051869965
2044,314102.0,خواف - قائن (نشتيفان),32677,28871.0,13.18277856672786
1698,153140.0,قزوين - بهرام آباد,48577,42928.0,13.159243384271338
1781,733701.0,مريوان - باشماق,44376,39224.0,13.134815419131144
2025,414307.0,فيروزآباد - فراشبند,33205,29357.0,13.107606363047996
479,873306.0,ميامي - کاهک,218548,193410.0,12.997259707357427
1642,334701.0,فردوس - ديهوک (فردوس),52520,46504.0,12.936521589540684
8,114551.0,آزادراه کرج - تهران (عوارضي قديم),1483806,1313899.0,12.931511478431752
978,713239.0,کرمانشاه - کامياران (برنجان),114592,101481.0,12.91965983780215
2561,323402.0,صفي آباد -گراتي,7903,7004.0,12.83552255853798
2232,213953.0,هرند - شهرضا (نيک‌آباد - شهرضا),25807,22889.0,12.748481803486392
44,113258.0,آزادراه تهران - ساوه (تهران-رباط کريم),697693,618968.0,12.718751211694304
2082,574551.0,پيرانشهر - اشنويه (سه‌راهي جلديان),31522,27967.0,12.711409875925197
2610,333302.0,سربيشه - درميان,3875,3439.0,12.678104100029078
1201,153138.0,شهر صنعتي البرز - آبيک (قبل از عوارضي2),86334,76629.0,12.664917981443057
1113,773270.0,کيان - سه راهي خوزستان,97157,86241.0,12.657552672162891
1791,833661.0,حميل - سه راهي شباب,43935,39004.0,12.642293098143782
1112,263153.0,جزيره اسلامي - تبريز,97227,86364.0,12.578157565652356
783,913277.0,خلخال - اردبيل (متناظر توزين),143049,127073.0,12.572300960865016
698,143159.0,آزادراه ساوه - سلفچگان (سه‌راه تفرش - سلفچگان),160204,142321.0,12.56525741106372
1728,833755.0,صالح‌آباد - مهران (رضاآباد),46510,41325.0,12.546884452510588
304,873352.0,دامغان - شاهرود (دامغان - دهملا),283519,251952.0,12.528973772782118
1706,833701.0,صالح‌آباد - مهران (گلان),48135,42804.0,12.454443509952341
1684,153190.0,بهرام آباد - قزوين,49380,43919.0,12.434253967531136
811,363551.0,ايذه - باغملک,137518,122381.0,12.36875005107002
1515,813352.0,پل سيمره - سه راهي زانوگه,59767,53206.0,12.331316016990565
1589,364454.0,باغملک - رامهرمز,55338,49282.0,12.288462318899395
2345,714107.0,گيلانغرب - سومار,20215,18009.0,12.249430840135487
1178,953662.0,بردستان - سه راهي دير,89163,79437.0,12.243664790966426
2095,313652.0,تايباد - تربت‌حيدريه (تايباد),31095,27712.0,12.207707852193996
2260,713706.0,قصرشيرين - خسروي,24441,21784.0,12.197025339698861
20,153122.0,آزادراه قزوين - زنجان (کنارگذر قزوين),863136,769632.0,12.149182986154422
1725,733707.0,مريوان - پاوه (سه‌راهي پاوه - پاوه),46658,41629.0,12.080520790794878
237,573102.0,اروميه - سلماس (اروميه),327047,291846.0,12.061498187400204
2318,613460.0,ميرجاوه-خاش(سنگان),21378,19078.0,12.055771045182933
1679,364151.0,شادگان - دارخوين,49760,44426.0,12.006482690316481
973,314801.0,فريمان - تربت‌جام (فريمان),114713,102532.0,11.880193500565676
2035,643902.0,بستک - لار (بستک),32960,29479.0,11.808405983920757
33,114110.0,عوارضي آزادراه ساوه - تهران (تهران)(مجموع گيت ها),739177,661258.0,11.783449122732732
1483,713253.0,ايوان - اسلام‌آباد (سرمست - اسلام‌آباد),62048,55512.0,11.7740308401787
1577,264403.0,بستان آباد - ميانه,55932,50041.0,11.772346675725904
1075,733157.0,حسين آباد - سنندج,101021,90382.0,11.77114912261291
775,313235.0,مشهد - ميامي,144894,129785.0,11.64156104326386
78,163352.0,قائمشهر - بابل,565394,506476.0,11.632930286923763
190,643105.0,بندرعباس - بندررجائي (تقاطع غير همسطح),383737,343977.0,11.558912369140959
1935,333272.0,منصورآباد - بيرجند,36964,33142.0,11.532194798141331
1929,363206.0,اهواز - اميديه (سه راهي سرانجام),37084,33257.0,11.507351835703762
109,163351.0,بابلسر - بابل,489223,438748.0,11.504325945645336
349,153164.0,آزادراه کرج - قزوين (3کيلومتر بعد از عوارضي1 قزوين),263335,236266.0,11.457001853842701
2294,613410.0,خاش-ميرجاوه(سنگان),22670,20347.0,11.416916498746744
32,153187.0,آزادراه کنارگذر قزوين - زنجان (بعد از عوارضي 2),749529,672927.0,11.383404143391482
1972,733225.0,سنندج - مريوان (سنندج),35266,31663.0,11.379212329848718
1482,713401.0,روانسر - پاوه (سه‌راهي بپاپوش),62214,55871.0,11.35293801793417
776,643751.0,درگهان - لافت,144313,129701.0,11.265911596672346
1798,773306.0,سفيد دشت - شهرکرد,43627,39217.0,11.24512328836984
2501,333301.0,سربيشه - درح (پايانه مرزي ماهي رود),12520,11256.0,11.22956645344705
1022,314851.0,تربت‌جام - فريمان (فريمان),108253,97372.0,11.174670336441688
283,873308.0,دامغان - شاهرود (دهملا - شاهرود),294891,265262.0,11.169711455089686
514,913153.0,سرعين - اردبيل,208538,187595.0,11.163943601908366
859,733501.0,ديواندره - حسين آباد,129106,116162.0,11.143058831631688
1288,213601.0,اليگودرز - داران (بويين مياندشت - داران),77106,69515.0,10.919945335539092
2094,813752.0,سه راهي نور آباد - نهاوند,31101,28050.0,10.877005347593583
860,714251.0,هرسين - سه راهي هرسين,129080,116464.0,10.832531941200713
907,773161.0,فارسان - سورشجان,122157,110274.0,10.775885521519125
1832,163156.0,کياسر - سمنان,41628,37581.0,10.768739522631117
1211,643302.0,پارسيان - عسلويه (پارسيان - بندو),85003,76795.0,10.68819584608373
1639,853265.0,بهبهان - بهمئي,52592,47551.0,10.601249185085488
271,113653.0,فرودگاه امام خميني - آزادراه قم، تهران,301787,272871.0,10.596948741346644
2069,333110.0,ديهوک - راور (زنوغان),31826,28784.0,10.568371317398555
474,313802.0,مشهد - تربت حیدریه (باغچه - رباط سنگ),220284,199247.0,10.558251818095128
1261,713601.0,بيستون - ميان راهان,79475,71896.0,10.541615667074664
927,453651.0,باغين - بردسير,119830,108407.0,10.537142435451585
1800,263953.0,جاده قديم زنجان - ميانه (سرچم - ميانه),43559,39426.0,10.48293004616243
785,143134.0,قم - جعفريه,142540,129031.0,10.469577078376515
935,773107.0,شهرکرد - نافچ,118891,107729.0,10.361184082280538
1357,263754.0,ايواغلي - مرند (سه‌راه ايواغلي - کشکسراي),70248,63683.0,10.30887363974687
632,573103.0,سرو - اروميه (اروميه),176450,159993.0,10.286075015781941
2279,573655.0,مرزکيله - سردشت,23496,21327.0,10.170206780137853
1061,733463.0,سقز- بانه (بانه),102410,93006.0,10.111175623078081
2566,323452.0,گراتي - صفي آباد,7610,6913.0,10.0824533487632
1054,733465.0,ديواندره - سقز,103121,93733.0,10.015682843822345
586,753245.0,همدان - صالح آباد,187731,170658.0,10.004218964244279
1488,973204.0,بندر ترکمن - کردکوي,61814,56195.0,9.999110241124654
2031,853158.0,اقليد - ياسوج (ياسوج),33018,30017.0,9.997667988140053
1040,733107.0,سنندج - حسين آباد,105419,95845.0,9.989044811935937
2023,613351.0,راسک - چابهار (چابهار),33256,30244.0,9.959000132257637
884,153201.0,قزوين - بوئين‌زهرا,125416,114073.0,9.943632586150972
334,713153.0,ماهيدشت - کرمانشاه (متناظر توزين),267963,243803.0,9.909640160293351
758,733652.0,قروه - دهگلان,147262,134043.0,9.861760778257723
66,543505.0,رودبار - منجيل,600349,546722.0,9.808824228767088
1016,163320.0,کمربندي جنوبي بابل (بابل - آمل),109091,99353.0,9.801415156059706
1907,813351.0,پلدختر - انديمشک,38302,34890.0,9.779306391516194
102,163751.0,نور - محمودآباد,501017,456476.0,9.757577616347847
748,183218.0,آزادراه تهران- کرج (همت-مرز استان),150175,136866.0,9.724109713150089
12,153110.0,آزادراه قزوين - کرج (عوارضي 2 قزوين),1103499,1005854.0,9.707671292255139
1617,113852.0,ميگون - فشم,53840,49077.0,9.705157201947959
1175,913203.0,اردبيل - آبي بيگلو,89574,81655.0,9.698120139611781
894,773451.0,چلگرد - فارسان (فارسان),124184,113224.0,9.679926517346146
1592,364601.0,مسجدسليمان - شهرکرد,55143,50286.0,9.658751938909438
1411,574155.0,ماکو - سه‌راهي ايواغلي (مرگنلر - قره ضياءالدين),66226,60398.0,9.64932613662704
2602,613272.0,جلگه - دلگان,4388,4004.0,9.59040959040959
627,913102.0,اردبيل - خلخال (اردبيل),177429,161934.0,9.568713179443478
2182,643951.0,سه راه بندر لنگه - بستک,27595,25194.0,9.530046836548385
1188,413107.0,محور قديم جم - فيروزآباد (فيروزآباد),87682,80086.0,9.484803835876434
529,263451.0,خواجه - تبريز,204045,186460.0,9.430977153276842
380,543272.0,سياهکل - سنگر,249274,227858.0,9.398836117230907
653,113963.0,ملارد - شهريار(بلوار وليعصر),170505,155868.0,9.39063823235045
1046,773220.0,سه راهي خوزستان - کيان,104736,95749.0,9.385998809387043
2393,773202.0,دشتک - مسجد سليمان,18421,16848.0,9.33641975308642
1316,953667.0,پارسيان - عسلويه (مرز استان),74671,68328.0,9.283163563985482
2275,833660.0,لومار - سه راهي عالي آباد,23625,21624.0,9.253607103218647
718,753766.0,ملاير - جوکار (ملاير) (متناظر توزين),156149,142932.0,9.24705454341925
691,263112.0,کمربندي غربي تبريز - صوفيان,161646,147965.0,9.246105497921805
735,153404.0,آزادراه آبيک - چرم شهر (آبيک),152653,139748.0,9.234479205426911
2477,733603.0,دهگلان - حسين آباد,13702,12544.0,9.231505102040815
1399,753109.0,فامنين - پل 123,67125,61462.0,9.213823175295305
1520,713106.0,کنارگذر شرقي کرمانشاه (بيستون - اسلام آباد),59213,54223.0,9.202736845987864
610,643504.0,سه راهي گهکم - حاجي آباد,182186,166880.0,9.171860019175455
179,513102.0,سلفچگان - اراک (کارچان),391720,358883.0,9.149778618658448
1057,264553.0,تسوج - شبستر,102620,94078.0,9.079699823550671
2301,733412.0,مريوان - سقز (مريوان),22051,20219.0,9.060784410702805
527,753155.0,آزادراه ساوه - همدان (پل 123 - تقاطع جاده کميجان),204414,187458.0,9.045226130653267
822,643701.0,لافت - درگهان,136356,125092.0,9.004572634540978
2112,323253.0,ميامي - گرمه (گرمه),30338,27845.0,8.953133417130545
2116,733606.0,قروه - سنقر,29971,27510.0,8.945837877135588
156,953101.0,بوشهر - چغادک (چغادک),423723,389058.0,8.909982573292414
3,183167.0,آزادراه قزوين - کرج (ترمينال کلانتري),1733858,1592523.0,8.87491106878833
1092,263103.0,تبريز - جزيره اسلامي,99479,91371.0,8.873712665944337
185,153162.0,آزادراه زنجان - قزوين (اقباليه) (متناظر توزين),388621,356959.0,8.869926238027336
1193,913956.0,مشکين‌شهر - سه‌راهي لاهرود,86917,79843.0,8.859887529276204
1109,263902.0,سرچم - اردبيل (سرچم),97421,89549.0,8.790717930965169
2142,363207.0,اهواز - خرمشهر (جاده امام صادق),29015,26671.0,8.788571857073226
1182,853353.0,بهبهان - گچساران (سعادت آباد),88498,81364.0,8.768005506120643
1273,153359.0,عوارضي تاکستان - آزادراه قزوين،زنجان (مجموع گيت ها),78481,72183.0,8.72504606347755
